Ti S_Ti j F(Ti,S_Ti,j) 
0.465347 108.847290 19 11.852825
0.475248 111.270325 13 15.817270
0.485149 90.844460 49 0.000000
0.495050 125.037186 9 2.500601
0.504951 108.070786 18 11.142455
0.514852 130.686890 16 35.513287
0.524752 137.874695 13 42.721874
0.534653 125.171425 17 29.881710
0.544554 106.010811 53 0.000000
0.554455 74.096542 56 0.000000
0.564356 88.822014 57 0.000000
0.574257 101.141350 58 0.000000
0.584158 104.364357 51 0.000000
0.594059 98.454170 60 0.000000
0.603960 91.755356 61 0.000000
0.613861 103.898659 62 0.000000
0.623762 89.063995 63 0.000000
0.633663 84.229904 64 0.000000
0.643564 106.153702 23 7.400811
0.653465 129.649216 14 33.164276
0.663366 70.160187 67 0.000000
0.673267 72.154343 68 0.000000
0.683168 94.964760 69 0.000000
0.693069 98.776505 51 0.000000
0.702970 115.450180 57 0.000000
0.712871 124.813446 39 26.653910
0.722772 139.954575 17 42.615318
0.732673 128.858871 23 31.326786
0.742574 146.129501 33 48.517788
0.752475 141.238693 41 0.000000
0.762376 99.825577 71 0.000000
0.772277 90.765282 61 0.000000
0.782178 122.001900 47 0.000000
0.792079 120.748795 21 22.894014
0.801980 80.634537 76 0.000000
0.811881 132.432739 12 34.320625
0.821782 115.039597 34 15.524584
0.831683 91.273041 84 0.000000
0.841584 119.142105 55 0.000000
0.851485 111.454117 53 0.000000
0.861386 85.493538 87 0.000000
0.871287 116.537415 12 17.929588
0.881188 108.341240 89 0.000000
0.891089 146.388962 17 47.450817
0.900990 121.836800 30 22.830147
0.910891 108.061409 91 0.000000
0.920792 141.909531 55 0.000000
0.930693 124.005508 29 24.370466
0.940594 125.044807 14 25.250879
0.950495 86.415176 69 0.000000
0.960396 121.913193 53 0.000000
0.970297 149.490158 24 49.407207
0.980198 101.558411 57 0.000000
0.990099 69.567947 100 0.000000
0.000000 100.000000 0 7.625976
0.009901 97.721031 1 6.319592
0.019802 100.689049 2 8.662776
0.029703 98.195595 3 6.733766
0.039604 94.382782 4 3.860112
0.049505 99.903122 5 7.387361
0.059406 104.143242 6 10.290063
0.069307 98.537979 7 5.842164
0.079208 93.907921 8 2.659429
0.089109 108.943581 9 14.452118
0.099010 101.611832 10 7.750157
0.108911 96.605927 11 3.619501
0.118812 99.966286 12 5.601839
0.128713 103.645355 13 9.718348
0.138614 104.946220 14 10.691149
0.148515 84.039970 15 0.162488
0.158416 84.982719 16 0.289626
0.168317 115.582390 8 7.156766
0.178218 94.978912 18 2.047582
0.188119 82.817581 19 0.026367
0.198020 117.307961 9 6.987933
0.207921 84.381989 21 0.104381
0.217822 126.450668 3 1.742327
0.227723 95.342865 23 1.449507
0.237624 83.927742 24 0.015223
0.247525 89.551949 25 0.298200
0.257426 107.725052 24 10.502540
0.267327 94.862061 27 0.666135
0.277228 106.332108 28 7.474549
0.287129 93.330482 29 0.419148
0.297030 118.182190 14 25.204205
0.306931 105.290367 31 5.395551
0.316832 124.204643 16 31.148716
0.326733 124.098923 17 30.951880
0.336634 107.782921 27 10.056060
0.346535 92.985229 35 0.000000
0.356436 96.296844 36 0.000000
0.366337 100.730957 37 0.101898
0.376238 93.743004 38 0.000000
0.386139 119.368210 14 25.459341
0.396040 127.892647 8 1.986562
0.405941 77.565430 41 0.000000
0.415842 139.850098 23 45.789463
0.425743 104.196808 43 0.000000
0.435644 97.422127 44 0.000000
0.445545 110.019150 41 0.000000
0.455446 128.772110 18 34.327652
0.465347 135.784332 22 41.073837
0.475248 87.906036 48 0.000000
0.485149 76.441154 49 0.000000
0.495050 129.410309 11 34.344658
0.504951 81.483276 51 0.000000
0.514852 139.085922 7 0.362846
0.524752 114.698944 32 16.523819
0.534653 107.188126 44 0.000000
0.544554 88.078804 55 0.000000
0.554455 112.939140 8 7.150375
0.564356 71.065399 57 0.000000
0.574257 107.815506 58 0.000000
0.584158 116.554543 42 0.000000
0.594059 101.646584 60 0.000000
0.603960 104.289116 57 0.000000
0.613861 133.021957 9 0.795738
0.623762 87.223022 63 0.000000
0.633663 102.937546 63 0.000000
0.643564 118.794754 53 0.000000
0.653465 107.540482 64 0.000000
0.663366 91.666977 67 0.000000
0.673267 119.405685 33 21.874836
0.683168 109.299309 9 10.538111
0.693069 83.429092 70 0.000000
0.702970 135.303711 10 38.358425
0.712871 99.278236 72 0.000000
0.722772 108.110062 73 0.000000
0.732673 95.547050 74 0.000000
0.742574 134.671036 46 0.000000
0.752475 110.210434 40 3.575438
0.762376 121.365593 8 1.605450
0.772277 79.018944 78 0.000000
0.782178 95.564735 79 0.000000
0.792079 137.047119 22 39.134373
0.801980 68.375244 81 0.000000
0.811881 119.307747 48 0.000000
0.821782 83.731667 83 0.000000
0.831683 101.251945 84 0.000000
0.841584 112.781143 51 0.000000
0.851485 115.129280 71 0.000000
0.861386 136.720230 31 38.220016
0.871287 109.498169 77 0.000000
0.881188 112.780998 67 0.000000
0.891089 109.613503 40 3.031014
0.900990 136.310669 26 37.316647
0.910891 130.424271 26 31.142721
0.920792 124.346062 55 0.000000
0.930693 129.569321 34 29.924082
0.940594 108.084976 93 0.000000
0.950495 109.540276 25 9.827660
0.960396 163.402771 27 63.391788
0.970297 123.289673 22 23.255930
0.980198 98.722168 99 0.000000
0.990099 114.668274 38 14.752918
0.000000 100.000000 0 7.625976
0.009901 102.880646 1 8.979982
0.019802 95.787018 2 5.135342
0.029703 97.804024 3 6.419823
0.039604 96.214905 4 4.858960
0.049505 105.343750 5 10.942540
0.059406 99.475449 6 6.875761
0.069307 97.201973 7 4.769642
0.079208 94.429237 8 2.997601
0.089109 96.450592 9 3.940417
0.099010 100.946022 10 7.173549
0.108911 113.399551 8 8.241086
0.118812 90.720688 12 1.452583
0.128713 90.327400 13 1.200137
0.138614 101.140892 14 6.589425
0.148515 102.956612 15 8.066978
0.158416 109.310257 16 14.934531
0.168317 90.020119 17 0.854223
0.178218 102.490028 18 6.539795
0.188119 97.596741 19 2.856200
0.198020 91.815262 20 0.844193
0.207921 111.252151 10 18.045507
0.217822 102.589615 22 5.430861
0.227723 93.342484 23 1.030675
0.237624 108.473717 18 13.478631
0.247525 101.408646 25 3.576698
0.257426 102.207100 26 4.107657
0.267327 110.666901 26 13.718921
0.277228 83.486588 28 0.000000
0.287129 96.212753 29 0.823002
0.297030 111.895966 25 16.011538
0.306931 93.110641 31 0.206194
0.316832 107.767212 32 7.633085
0.326733 111.682396 11 17.753298
0.336634 99.665756 34 0.697561
0.346535 103.089172 35 1.294355
0.356436 88.587601 36 0.000000
0.366337 79.625526 37 0.000000
0.376238 110.130310 37 7.855578
0.386139 112.099014 35 12.324533
0.396040 107.911499 32 7.612392
0.405941 90.730377 41 0.000000
0.415842 119.282066 16 24.952896
0.425743 98.340767 43 0.000000
0.435644 102.685898 44 0.000000
0.445545 103.372414 24 5.173697
0.455446 75.779236 46 0.000000
0.465347 86.383598 47 0.000000
0.475248 125.878258 8 1.895690
0.485149 83.650246 49 0.000000
0.495050 113.260056 48 0.000000
0.504951 89.653008 51 0.000000
0.514852 96.135345 51 0.000000
0.524752 106.994904 12 10.876213
0.534653 93.811455 54 0.000000
0.544554 83.019814 55 0.000000
0.554455 96.645676 56 0.000000
0.564356 94.063896 57 0.000000
0.574257 95.651466 44 0.000000
0.584158 139.772415 6 0.112882
0.594059 113.006157 47 0.000000
0.603960 90.277405 61 0.000000
0.613861 91.255402 62 0.000000
0.623762 100.142578 59 0.000000
0.633663 84.665909 64 0.000000
0.643564 105.863327 65 0.000000
0.653465 87.818489 66 0.000000
0.663366 130.632965 35 33.949326
0.673267 96.411705 68 0.000000
0.683168 134.525482 10 37.964729
0.693069 96.655602 70 0.000000
0.702970 102.272102 52 0.000000
0.712871 110.836166 70 0.000000
0.722772 98.782776 41 0.000000
0.732673 95.885338 74 0.000000
0.742574 96.743889 75 0.000000
0.752475 132.377243 45 0.000000
0.762376 121.596161 60 0.000000
0.772277 129.575302 21 31.549345
0.782178 128.635330 30 30.677017
0.792079 132.654465 16 34.745331
0.801980 91.336243 81 0.000000
0.811881 121.151833 7 0.909227
